question_id,source_row_index,dataset_original_split,project_split,source_model,response_index,expanded_sample_id,faithfulness_label,response_present,missing_reason,split_seed,n_hallucinations
1971,292,train,validation,Llama-2-7b-chat-hf,0,case_e98cf951b65838c9,1,True,,42,0
1971,292,train,validation,Llama-3.1-8B-Instruct,1,case_9ac1180e41e3a376,1,True,,42,0
1971,292,train,validation,Mistral-7B-Instruct-v0.1,2,case_115a5fd781bc1b64,1,True,,42,0
1971,292,train,validation,Mistral-7B-Instruct-v0.3,3,case_cde13090892edd0c,1,True,,42,0
1182,293,train,validation,Llama-2-7b-chat-hf,0,case_7993b5b835f04fa8,0,True,,42,1
1182,293,train,validation,Llama-3.1-8B-Instruct,1,case_ee09f51798009c1a,1,True,,42,0
1182,293,train,validation,Mistral-7B-Instruct-v0.1,2,case_2ae0a6d2df400892,1,True,,42,0
1182,293,train,validation,Mistral-7B-Instruct-v0.3,3,case_f4afa70cda216c67,1,True,,42,0
1182,294,train,validation,Llama-2-7b-chat-hf,0,case_963947199a1421d3,0,True,,42,1
1182,294,train,validation,Llama-3.1-8B-Instruct,1,case_cb18310373e9c0ad,1,True,,42,0
1182,294,train,validation,Mistral-7B-Instruct-v0.1,2,case_86623cd587ed3fb5,0,True,,42,1
1182,294,train,validation,Mistral-7B-Instruct-v0.3,3,case_8826d3c403c22d6b,1,True,,42,0
389,307,train,validation,Llama-2-7b-chat-hf,0,case_4de1bc51460b0d0b,1,True,,42,0
389,307,train,validation,Llama-3.1-8B-Instruct,1,case_0daed5da1bf844c0,1,True,,42,0
389,307,train,validation,Mistral-7B-Instruct-v0.1,2,case_7fe5f3045b067371,0,True,,42,1
389,307,train,validation,Mistral-7B-Instruct-v0.3,3,case_abb75320bc9b8527,1,True,,42,0
389,308,train,validation,Llama-2-7b-chat-hf,0,case_e49c18870c30230c,0,True,,42,1
389,308,train,validation,Llama-3.1-8B-Instruct,1,case_c8a58690e0a25295,1,True,,42,0
389,308,train,validation,Mistral-7B-Instruct-v0.1,2,case_001e28d1be88fb73,1,True,,42,0
389,308,train,validation,Mistral-7B-Instruct-v0.3,3,case_ca1eff965e6dc10b,1,True,,42,0
81,347,train,validation,Llama-2-7b-chat-hf,0,case_cf5254931bcc41a2,1,True,,42,0
81,347,train,validation,Llama-3.1-8B-Instruct,1,case_c15272d02a6af1e1,1,True,,42,0
81,347,train,validation,Mistral-7B-Instruct-v0.1,2,case_d5ab94995b27f6b0,1,True,,42,0
81,347,train,validation,Mistral-7B-Instruct-v0.3,3,case_368c6c35e7bbeec6,1,True,,42,0
81,348,train,validation,Llama-2-7b-chat-hf,0,case_f499e99003752778,0,True,,42,2
81,348,train,validation,Llama-3.1-8B-Instruct,1,case_18ff03052733ba26,1,True,,42,0
81,348,train,validation,Mistral-7B-Instruct-v0.1,2,case_5786ecac33ee87af,1,True,,42,0
81,348,train,validation,Mistral-7B-Instruct-v0.3,3,case_85585f75fb1ffd4a,1,True,,42,0
473,359,train,validation,Llama-2-7b-chat-hf,0,case_c3af00297e7aab7f,1,True,,42,0
473,359,train,validation,Llama-3.1-8B-Instruct,1,case_df83db497c33c371,1,True,,42,0
473,359,train,validation,Mistral-7B-Instruct-v0.1,2,case_e95835c8606d2f77,1,True,,42,0
473,359,train,validation,Mistral-7B-Instruct-v0.3,3,case_d42a4cbde25d5e92,1,True,,42,0
473,360,train,validation,Llama-2-7b-chat-hf,0,case_11c3f394c1c5101c,0,True,,42,1
473,360,train,validation,Llama-3.1-8B-Instruct,1,case_d6b954bb4e786f43,1,True,,42,0
473,360,train,validation,Mistral-7B-Instruct-v0.1,2,case_2f83e7f2e098f301,1,True,,42,0
473,360,train,validation,Mistral-7B-Instruct-v0.3,3,case_cee425c4cb198c42,1,True,,42,0
43,361,train,validation,Llama-2-7b-chat-hf,0,case_69c687a28b19eda5,0,True,,42,1
43,361,train,validation,Llama-3.1-8B-Instruct,1,case_59a3d3a0822bc743,1,True,,42,0
43,361,train,validation,Mistral-7B-Instruct-v0.1,2,case_63b3f7239234ce63,1,True,,42,0
43,361,train,validation,Mistral-7B-Instruct-v0.3,3,case_467afc21f69534a3,1,True,,42,0
43,362,train,validation,Llama-2-7b-chat-hf,0,case_68b6ec8555670ea4,0,True,,42,3
43,362,train,validation,Llama-3.1-8B-Instruct,1,case_0aa37fc19e8f6236,1,True,,42,0
43,362,train,validation,Mistral-7B-Instruct-v0.1,2,case_cf971dc42a2de44a,1,True,,42,0
43,362,train,validation,Mistral-7B-Instruct-v0.3,3,case_31e65789a3278de3,1,True,,42,0
1238,371,train,validation,Llama-2-7b-chat-hf,0,case_8dbf2053170fc86d,0,True,,42,1
1238,371,train,validation,Llama-3.1-8B-Instruct,1,case_301065d0e87d8d9d,1,True,,42,0
1238,371,train,validation,Mistral-7B-Instruct-v0.1,2,case_882aabfbcd732d77,0,True,,42,1
1238,371,train,validation,Mistral-7B-Instruct-v0.3,3,case_849162477d5664f7,1,True,,42,0
1238,372,train,validation,Llama-2-7b-chat-hf,0,case_978f9b91cd52eb3a,0,True,,42,1
1238,372,train,validation,Llama-3.1-8B-Instruct,1,case_cc6ab49727cce0ce,1,True,,42,0
1238,372,train,validation,Mistral-7B-Instruct-v0.1,2,case_7b024805f8306261,1,True,,42,0
1238,372,train,validation,Mistral-7B-Instruct-v0.3,3,case_a7be69fb82d22943,1,True,,42,0
569,389,train,validation,Llama-2-7b-chat-hf,0,case_e836e6c22e3a5492,1,True,,42,0
569,389,train,validation,Llama-3.1-8B-Instruct,1,case_7ca47a7bff294931,1,True,,42,0
569,389,train,validation,Mistral-7B-Instruct-v0.1,2,case_983f33fcb246d3c7,1,True,,42,0
569,389,train,validation,Mistral-7B-Instruct-v0.3,3,case_a77946dba56c3479,1,True,,42,0
569,390,train,validation,Llama-2-7b-chat-hf,0,case_d8328da065c32022,0,True,,42,1
569,390,train,validation,Llama-3.1-8B-Instruct,1,case_a8329f5f72a717cc,1,True,,42,0
569,390,train,validation,Mistral-7B-Instruct-v0.1,2,case_b36eb54dc04a8748,1,True,,42,0
569,390,train,validation,Mistral-7B-Instruct-v0.3,3,case_cf2f6bc0b86ecdb7,1,True,,42,0
514,393,train,validation,Llama-2-7b-chat-hf,0,case_5d9de54cbc357c6d,1,True,,42,0
514,393,train,validation,Llama-3.1-8B-Instruct,1,case_b51d54ab8ef5044b,1,True,,42,0
514,393,train,validation,Mistral-7B-Instruct-v0.1,2,case_d3d24088eddd0a12,0,True,,42,1
514,393,train,validation,Mistral-7B-Instruct-v0.3,3,case_3f4179ba9bd3feb8,1,True,,42,0
514,394,train,validation,Llama-2-7b-chat-hf,0,case_a8bcd37da9d1f5e8,0,True,,42,2
514,394,train,validation,Llama-3.1-8B-Instruct,1,case_782b452f710c5c2d,0,True,,42,1
514,394,train,validation,Mistral-7B-Instruct-v0.1,2,case_ca81383b5f6c25eb,0,True,,42,1
514,394,train,validation,Mistral-7B-Instruct-v0.3,3,case_f2f736761c5f3c73,1,True,,42,0
1579,395,train,validation,Llama-2-7b-chat-hf,0,case_04fc4ceee4afc5e4,0,True,,42,1
1579,395,train,validation,Llama-3.1-8B-Instruct,1,case_5e0516819de71143,1,True,,42,0
1579,395,train,validation,Mistral-7B-Instruct-v0.1,2,case_d6f92cab0ee2a0ac,1,True,,42,0
1579,395,train,validation,Mistral-7B-Instruct-v0.3,3,case_2fa5ec7b8035fda9,1,True,,42,0
1579,396,train,validation,Llama-2-7b-chat-hf,0,case_59a86348e9969eda,0,True,,42,1
1579,396,train,validation,Llama-3.1-8B-Instruct,1,case_0b8845d642b45210,1,True,,42,0
1579,396,train,validation,Mistral-7B-Instruct-v0.1,2,case_56713333bbe79a07,0,True,,42,1
1579,396,train,validation,Mistral-7B-Instruct-v0.3,3,case_79231e4c8373aa81,1,True,,42,0
39,397,train,validation,Llama-2-7b-chat-hf,0,case_9742522bfe1123bf,1,True,,42,0
39,397,train,validation,Llama-3.1-8B-Instruct,1,case_ce0368cd9ec806a1,1,True,,42,0
39,397,train,validation,Mistral-7B-Instruct-v0.1,2,case_a8b1c3e810f9eaef,1,True,,42,0
39,397,train,validation,Mistral-7B-Instruct-v0.3,3,case_d81c4946ddbf22a4,1,True,,42,0
39,398,train,validation,Llama-2-7b-chat-hf,0,case_28dc3953aa477a6f,0,True,,42,1
39,398,train,validation,Llama-3.1-8B-Instruct,1,case_b6374ee37dab21c8,1,True,,42,0
39,398,train,validation,Mistral-7B-Instruct-v0.1,2,case_003adf66a243f578,1,True,,42,0
39,398,train,validation,Mistral-7B-Instruct-v0.3,3,case_add2c08af9ce343a,1,True,,42,0
198,435,train,validation,Llama-2-7b-chat-hf,0,case_15585ffde362b708,1,True,,42,0
198,435,train,validation,Llama-3.1-8B-Instruct,1,case_9cac95f767456b66,1,True,,42,0
198,435,train,validation,Mistral-7B-Instruct-v0.1,2,case_1f3b35f8f2e030a2,1,True,,42,0
198,435,train,validation,Mistral-7B-Instruct-v0.3,3,case_cd85102965f0567e,1,True,,42,0
198,436,train,validation,Llama-2-7b-chat-hf,0,case_d082f38f2d9d2797,0,True,,42,5
198,436,train,validation,Llama-3.1-8B-Instruct,1,case_5f7cd93b7501ea33,1,True,,42,0
198,436,train,validation,Mistral-7B-Instruct-v0.1,2,case_c2653231efdff71b,0,True,,42,1
198,436,train,validation,Mistral-7B-Instruct-v0.3,3,case_758a20cd7e87deb5,0,True,,42,3
1374,456,train,validation,Llama-2-7b-chat-hf,0,case_60f9978dc5ab7eb9,1,True,,42,0
1374,456,train,validation,Llama-3.1-8B-Instruct,1,case_f3adaaf3de3aa009,1,True,,42,0
1374,456,train,validation,Mistral-7B-Instruct-v0.1,2,case_f64213279c23d8c3,0,True,,42,1
1374,456,train,validation,Mistral-7B-Instruct-v0.3,3,case_dce7a646c6f5cbf1,1,True,,42,0
1374,457,train,validation,Llama-2-7b-chat-hf,0,case_38e70536c7c42fe6,0,True,,42,1
1374,457,train,validation,Llama-3.1-8B-Instruct,1,case_950d94f44bdf7273,1,True,,42,0
1374,457,train,validation,Mistral-7B-Instruct-v0.1,2,case_0edb51f942baa712,0,True,,42,1
1374,457,train,validation,Mistral-7B-Instruct-v0.3,3,case_da1c8c6b252c0bce,0,True,,42,1
613,490,train,validation,Llama-2-7b-chat-hf,0,case_253340656b885f0f,0,True,,42,1
613,490,train,validation,Llama-3.1-8B-Instruct,1,case_2c48c94683db8e58,1,True,,42,0
613,490,train,validation,Mistral-7B-Instruct-v0.1,2,case_40cf099a7097e9b3,1,True,,42,0
613,490,train,validation,Mistral-7B-Instruct-v0.3,3,case_01263e6db6e2af3d,1,True,,42,0
613,491,train,validation,Llama-2-7b-chat-hf,0,case_f8a7663edba4ee5c,1,True,,42,0
613,491,train,validation,Llama-3.1-8B-Instruct,1,case_e7ddf9005d1495c8,1,True,,42,0
613,491,train,validation,Mistral-7B-Instruct-v0.1,2,case_b6d544f060beec12,1,True,,42,0
613,491,train,validation,Mistral-7B-Instruct-v0.3,3,case_af108be41f20923e,1,True,,42,0
994,494,train,validation,Llama-2-7b-chat-hf,0,case_774f6a6350c5c9e9,1,True,,42,0
994,494,train,validation,Llama-3.1-8B-Instruct,1,case_f32f62277268336b,1,True,,42,0
994,494,train,validation,Mistral-7B-Instruct-v0.1,2,case_85428862e7b5be0e,1,True,,42,0
994,494,train,validation,Mistral-7B-Instruct-v0.3,3,case_1d543e475993bc4b,1,True,,42,0
994,495,train,validation,Llama-2-7b-chat-hf,0,case_1fd32a6041cc5166,0,True,,42,2
994,495,train,validation,Llama-3.1-8B-Instruct,1,case_d75e9f610c9484aa,1,True,,42,0
994,495,train,validation,Mistral-7B-Instruct-v0.1,2,case_dae3a2b7c05032c5,1,True,,42,0
994,495,train,validation,Mistral-7B-Instruct-v0.3,3,case_5263a3b96d20c958,1,True,,42,0
181,504,train,validation,Llama-2-7b-chat-hf,0,case_f4ab87705e03cfa2,1,True,,42,0
181,504,train,validation,Llama-3.1-8B-Instruct,1,case_576be8aa402f1f4e,1,True,,42,0
181,504,train,validation,Mistral-7B-Instruct-v0.1,2,case_a6729ca98ff50856,1,True,,42,0
181,504,train,validation,Mistral-7B-Instruct-v0.3,3,case_fe70cae1648789d8,1,True,,42,0
181,505,train,validation,Llama-2-7b-chat-hf,0,case_eea823af43ac469e,0,True,,42,5
181,505,train,validation,Llama-3.1-8B-Instruct,1,case_92bf68c879e5ddcf,1,True,,42,0
181,505,train,validation,Mistral-7B-Instruct-v0.1,2,case_fe668f04f2e1db69,1,True,,42,0
181,505,train,validation,Mistral-7B-Instruct-v0.3,3,case_1b35d0fff5ebc1cc,1,True,,42,0
1673,569,train,validation,Llama-2-7b-chat-hf,0,case_b2c30e9d2ef8f821,0,True,,42,1
1673,569,train,validation,Llama-3.1-8B-Instruct,1,case_45d807d09e31ad6d,1,True,,42,0
1673,569,train,validation,Mistral-7B-Instruct-v0.1,2,case_e4b07cd9b0ed38eb,0,True,,42,1
1673,569,train,validation,Mistral-7B-Instruct-v0.3,3,case_d2a8352b1d70d974,0,True,,42,2
1673,570,train,validation,Llama-2-7b-chat-hf,0,case_a6179bf15b10d556,0,True,,42,1
1673,570,train,validation,Llama-3.1-8B-Instruct,1,case_390e29d13fa61b83,0,True,,42,1
1673,570,train,validation,Mistral-7B-Instruct-v0.1,2,case_37c110668bad505e,0,True,,42,1
1673,570,train,validation,Mistral-7B-Instruct-v0.3,3,case_58fa9b1907575d04,1,True,,42,0
468,577,train,validation,Llama-2-7b-chat-hf,0,case_3b0be0e5f0a0cfc2,1,True,,42,0
468,577,train,validation,Llama-3.1-8B-Instruct,1,case_d46da27a64cbe41d,1,True,,42,0
468,577,train,validation,Mistral-7B-Instruct-v0.1,2,case_d2084d7e13570e09,1,True,,42,0
468,577,train,validation,Mistral-7B-Instruct-v0.3,3,case_b9499a11c9fb2a6b,1,True,,42,0
468,578,train,validation,Llama-2-7b-chat-hf,0,case_3adae3d6ec270692,1,True,,42,0
468,578,train,validation,Llama-3.1-8B-Instruct,1,case_5bdb8d59e121d02f,1,True,,42,0
468,578,train,validation,Mistral-7B-Instruct-v0.1,2,case_5f5fc78bc570cc0d,0,True,,42,1
468,578,train,validation,Mistral-7B-Instruct-v0.3,3,case_a6ab05b8f230927a,1,True,,42,0
144,593,train,validation,Llama-2-7b-chat-hf,0,case_eb7f2715c131276c,1,True,,42,0
144,593,train,validation,Llama-3.1-8B-Instruct,1,case_f3f57ff06c60cce5,1,True,,42,0
144,593,train,validation,Mistral-7B-Instruct-v0.1,2,case_d815620ef9e4262c,1,True,,42,0
144,593,train,validation,Mistral-7B-Instruct-v0.3,3,case_7223cd71af86f8e4,1,True,,42,0
144,594,train,validation,Llama-2-7b-chat-hf,0,case_9e65554b912e319b,0,True,,42,1
144,594,train,validation,Llama-3.1-8B-Instruct,1,case_196607919d97d275,1,True,,42,0
144,594,train,validation,Mistral-7B-Instruct-v0.1,2,case_418c8016fd223ca3,1,True,,42,0
144,594,train,validation,Mistral-7B-Instruct-v0.3,3,case_601ed37e0b841c90,1,True,,42,0
2097,595,train,validation,Llama-2-7b-chat-hf,0,case_78df033c36fbe87d,0,True,,42,1
2097,595,train,validation,Llama-3.1-8B-Instruct,1,case_c66585f39d0ca575,1,True,,42,0
2097,595,train,validation,Mistral-7B-Instruct-v0.1,2,case_84b6f8feccb4bd98,1,True,,42,0
2097,595,train,validation,Mistral-7B-Instruct-v0.3,3,case_cf1e37c98dc6359d,1,True,,42,0
2097,596,train,validation,Llama-2-7b-chat-hf,0,case_59e6b36193cb5369,1,True,,42,0
2097,596,train,validation,Llama-3.1-8B-Instruct,1,case_e71611101e8700e6,1,True,,42,0
2097,596,train,validation,Mistral-7B-Instruct-v0.1,2,case_04547f6a467dfe19,1,True,,42,0
2097,596,train,validation,Mistral-7B-Instruct-v0.3,3,case_9f27d9684b457080,1,True,,42,0
1766,612,train,validation,Llama-2-7b-chat-hf,0,case_23f2888657052cf0,1,True,,42,0
1766,612,train,validation,Llama-3.1-8B-Instruct,1,case_68d6b479457642f8,1,True,,42,0
1766,612,train,validation,Mistral-7B-Instruct-v0.1,2,case_ae0c4c3bf89e3a4c,0,True,,42,1
1766,612,train,validation,Mistral-7B-Instruct-v0.3,3,case_42db013c0d0c4b9e,1,True,,42,0
