expanded_sample_id,question_id,source_model,error_type,gold_answer_label,answer_pred_unfaithful,answer_unfaithfulness_score,answer_length,n_claims
case_65b136da71464681,1978,Mistral-7B-Instruct-v0.3,FP,0,1,0.7977080941200256,100,1
case_3ca8ae218ed25546,389,Llama-2-7b-chat-hf,FP,0,1,0.796798050403595,116,1
case_4918a088f206f2eb,1542,Mistral-7B-Instruct-v0.3,FP,0,1,0.796556830406189,314,1
case_ccbf3a7c42316aca,2266,Mistral-7B-Instruct-v0.3,FP,0,1,0.7944205403327942,268,1
case_4b02e20fdac26084,434,Llama-2-7b-chat-hf,FP,0,1,0.7938876748085022,319,2
case_f3ba644f8097fd10,782,Llama-2-7b-chat-hf,FP,0,1,0.7925785779953003,1136,1
case_f146412a774640e7,486,Llama-2-7b-chat-hf,FP,0,1,0.7921599745750427,717,1
case_5383bd82053c01a6,569,Llama-2-7b-chat-hf,FP,0,1,0.7921233177185059,408,1
case_95d28cee531185ac,694,Mistral-7B-Instruct-v0.3,FP,0,1,0.7882020473480225,101,1
case_d76a5ad28c4dd076,1429,Llama-2-7b-chat-hf,FP,0,1,0.7868208885192871,1440,1
case_6787b55574154943,994,Llama-2-7b-chat-hf,FP,0,1,0.7865456342697144,306,1
case_f2e86792614713e6,198,Llama-2-7b-chat-hf,FP,0,1,0.7808055281639099,1223,1
case_f82e99f868ab8f9c,43,Llama-2-7b-chat-hf,FP,0,1,0.7769772410392761,568,1
case_ce6844e7ec25f6b5,1998,Llama-2-7b-chat-hf,FP,0,1,0.7728188633918762,713,1
case_8269db3e40f5a05d,641,Llama-2-7b-chat-hf,FP,0,1,0.7701426148414612,940,1
case_0b9559607f6cef6e,1505,Llama-2-7b-chat-hf,FP,0,1,0.768997848033905,442,2
case_8b21ec3672dfbf33,1213,Llama-2-7b-chat-hf,FP,0,1,0.7672846913337708,287,1
case_83f7d00f90100825,40,Llama-2-7b-chat-hf,FP,0,1,0.7659013271331787,119,1
case_96c0ad63abcb5e74,1998,Mistral-7B-Instruct-v0.3,FP,0,1,0.7632917761802673,390,1
case_178c2eaa299d1a06,1292,Llama-2-7b-chat-hf,FP,0,1,0.7619358897209167,1293,1
case_6f0e42dd3f0c3693,1374,Mistral-7B-Instruct-v0.3,FP,0,1,0.7601118087768555,164,1
case_deb54681d7e5c17c,1683,Mistral-7B-Instruct-v0.3,FP,0,1,0.7558186650276184,391,1
case_4422709e220216ee,1579,Llama-2-7b-chat-hf,FP,0,1,0.7538268566131592,228,1
case_eff357ce7b0251fd,2191,Mistral-7B-Instruct-v0.3,FP,0,1,0.7510008811950684,238,1
case_b64b646c8d68a6b7,646,Llama-2-7b-chat-hf,FP,0,1,0.7421432137489319,250,1
case_9844e62e33697a23,822,Llama-2-7b-chat-hf,FP,0,1,0.7403622269630432,1033,1
case_d8ac19c68b83ce56,1772,Mistral-7B-Instruct-v0.3,FP,0,1,0.7299536466598511,450,3
case_0a39fec0922327ee,1542,Mistral-7B-Instruct-v0.3,FP,0,1,0.6787979602813721,343,1
